"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
1155,1,1,0,1,1,0,0,20161211,20170903
1156,1,0,1,0,1,0,0,20161211,20170903
1157,0,0,0,0,0,0,0,20161211,20170903
1158,0,0,0,0,0,0,0,20161211,20170903
1159,0,1,0,1,0,0,0,20161211,20170903
1160,1,0,1,0,1,1,0,20161211,20170903
1161,0,1,0,1,0,0,0,20161211,20170903
1162,1,0,1,0,0,1,1,20161211,20170903
1163,0,0,0,0,0,1,1,20161211,20170903
1164,0,0,0,0,0,1,0,20161211,20170903
1165,1,1,1,1,1,1,1,20161211,20170903
1166,1,1,1,0,1,0,0,20161211,20170903
1167,0,0,0,1,0,0,0,20161211,20170903
1168,0,1,0,0,1,0,0,20161211,20170903
1169,0,0,0,0,0,0,0,20161211,20170903
1170,0,0,0,0,0,0,0,20161211,20170903
1171,1,0,1,1,0,0,0,20161211,20170903
1172,1,0,1,1,0,0,0,20161211,20170903
1173,0,0,0,0,0,0,0,20161211,20170903
1174,0,1,0,0,1,0,0,20161211,20170903
1175,1,1,1,1,0,0,0,20161211,20170903
1176,1,0,1,1,1,0,0,20161211,20170903
1177,1,0,1,1,1,0,0,20161211,20170903
1178,1,1,1,0,1,1,1,20161211,20170903
1179,1,1,1,0,1,0,0,20161211,20170903
